"","t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
"31",32,38,1.73667839233997,0.0514134300294921,1.63735920771391,1.65298494248501,1.70172956555847,1.73617106304785,1.77107417712751,1.82210239437285,1.83888065560044
"32",33,39,1.72425711153695,0.0494261447543704,1.62873248661962,1.64377174742691,1.69066726441476,1.72378486472038,1.75733215956773,1.80635335744997,1.82246544833665
"33",34,40,1.72700671531867,0.0477518447916511,1.63467159286928,1.64921968541495,1.69456318759689,1.72656662142187,1.75897049339239,1.80629494970859,1.82184283096214
"34",35,41,1.71815059105078,0.0459852462755193,1.62919249269781,1.64321773677867,1.68691445120741,1.7177403528374,1.74893952664094,1.79448280872419,1.80944001826894
"35",36,42,1.68129601663225,0.0439263756938772,1.59629399712735,1.60970186846972,1.65146330253108,1.6809134846661,1.71071172896968,1.75419501919907,1.7684719150348
"36",37,43,1.64358451483943,0.0419916227613071,1.56230325130221,1.57512972097715,1.61507004625883,1.64322691672711,1.67170916201462,1.71325911107333,1.72689796222657
"37",38,44,1.61556406127754,0.040326141085972,1.53748394152497,1.54981062875598,1.58818469930351,1.61522854634537,1.64257767469314,1.68246196809249,1.69555086973752
"38",39,45,1.60368762256495,0.0389754643675062,1.52819822328664,1.54012171154688,1.5772297997922,1.6033718849242,1.62980125596139,1.6683305454174,1.68097131945254
"39",40,46,1.58125897967137,0.0375745444724994,1.50846351652849,1.51996610636632,1.55575572171735,1.58096136889433,1.60643780836061,1.6435670321767,1.65574572827563
"40",41,47,1.56372456156797,0.0363068274114545,1.49336625112192,1.50448821642481,1.53908522672256,1.56344357781281,1.58805759229012,1.62391936940137,1.63567966867029
"41",42,48,1.54610726123988,0.0351116076810028,1.47804809499395,1.48881066471039,1.52228219544627,1.5458414781901,1.56964259324129,1.60431046927754,1.6156768408201
