"","t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
"31",32,38,1.9634498069417,0.0227372392710436,1.91913554690133,1.92620066517038,1.94806630760149,1.96336204000222,1.97873762946083,2.00099832957961,2.00826283842527
"32",33,39,1.928646325837,0.0215118912305514,1.886711512849,1.8933993477018,1.91409350995043,1.92856634606979,1.94311195386361,1.9641661220852,1.97103565654024
"33",34,40,1.87961206475149,0.0203050074219245,1.84002314543388,1.84633846758651,1.86587698305819,1.87953894851601,1.89326744067066,1.91313506790117,1.91961649700068
"34",35,41,1.81974422563111,0.0191403624174801,1.78242084941698,1.78837600002944,1.80679792971297,1.81967711893439,1.83261736690799,1.85134135813887,1.8574489631426
"35",36,42,1.78041723615317,0.018184571745614,1.74495237099147,1.75061223973964,1.76811841674941,1.78035532620709,1.79264856600979,1.81043341288761,1.81623392997571
"36",37,43,1.74211613716061,0.0173149995740535,1.70834265471409,1.71373367081771,1.73040628988486,1.7420587725474,1.75376344985964,1.77069427928495,1.77621561757247
"37",38,44,1.7050660169059,0.0165174915306366,1.67284414780902,1.67798843271023,1.69389625661142,1.70501268055284,1.71617763392241,1.73232553612582,1.73759099174494
"38",39,45,1.65724621599852,0.0157291764629503,1.62655923793887,1.63145917304678,1.64661009783153,1.65719645359366,1.66782808693207,1.68320300291734,1.6882159893846
"39",40,46,1.60059185061652,0.0149614161465886,1.57140069782208,1.57606227430566,1.59047528008194,1.60054523394074,1.61065760315181,1.62528044053194,1.63004792184753
"40",41,47,1.56204991590787,0.0143416012263084,1.53406581667141,1.53853517661991,1.55235287770898,1.56200602475856,1.57169910726828,1.58571437178612,1.59028344466526
